A,B,C,D,E,F,G,H,I,J,K
10, -57204.54296875, -2326.81640625, -1774.7506103515625, 1310.728515625, -17925.337890625, -3943.24951171875, -837.519775390625, -53861.70703125, , 1714826865296.17
11, -57193.34765625, -2256.810546875, -1711.5845947265625, 1342.5126953125, -17908.70703125, -3456.09326171875, -689.5288696289062, -53829.58984375, , 1714826865299.787
12, -57174.90625, -2791.978515625, -2186.738037109375, 1267.74609375, -17893.41796875, -2396.28564453125, -535.2348022460938, -53805.3828125, , 1714826865303.857
13, -57181.140625, -2981.677734375, -2363.830810546875, 1203.1048583984375, -17904.884765625, -2674.09521484375, -661.5668334960938, -53831.3984375, , 1714826865307.535
14, -57208.56640625, -2477.087158203125, -1933.939697265625, 1252.7257080078125, -17927.482421875, -3808.401611328125, -850.86376953125, -53859.359375, , 1714826865311.655
15, -57205.88671875, -2192.705810546875, -1696.966552734375, 1353.107421875, -17920.375, -3762.73681640625, -765.7706909179688, -53831.8671875, , 1714826865315.761
16, -57184.16015625, -2630.375244140625, -2051.487548828125, 1298.7926025390625, -17902.873046875, -2607.2412109375, -539.7945556640625, -53793.71484375, , 1714826865319.441
17, -57178.796875, -2992.607666015625, -2362.422607421875, 1228.9881591796875, -17892.2109375, -2424.985107421875, -572.5845947265625, -53808.0625, , 1714826865323.54
18, -57197.5703125, -2620.786376953125, -2060.3388671875, 1269.489501953125, -17911.388671875, -3534.749267578125, -790.5140380859375, -53841.390625, , 1714826865327.202
19, -57200.72265625, -2177.95361328125, -1675.64306640625, 1347.20654296875, -17906.427734375, -3923.401123046875, -792.8609619140625, -53822.48046875, , 1714826865331.301
20, -57180.26953125, -2465.955810546875, -1919.7239990234375, 1319.177490234375, -17879.94140625, -2914.421142578125, -592.1646728515625, -53779.02734375, , 1714826865334.884
21, -57166.12109375, -2965.6513671875, -2353.50439453125, 1248.098876953125, -17870.015625, -2320.91552734375, -553.4738159179688, -53783.3203125, , 1714826865339.091
22, -57179.0625, -2785.67529296875, -2196.4609375, 1247.897705078125, -17883.5625, -3203.22802734375, -743.2401123046875, -53819.26171875, , 1714826865343.088
23, -57197.7734375, -2254.799072265625, -1735.456298828125, 1297.988037109375, -17895.162109375, -3996.089111328125, -832.423583984375, -53828.8515625, , 1714826865346.747
24, -57187.04296875, -2338.68505859375, -1798.4881591796875, 1323.80419921875, -17874.173828125, -3247.41748046875, -647.1499633789062, -53782.71484375, , 1714826865350.852
25, -57165.78515625, -2906.240478515625, -2263.180908203125, 1208.536376953125, -17861.970703125, -2283.029296875, -508.8150634765625, -53759.6484375, , 1714826865354.494
26, -57179.19921875, -2947.4794921875, -2312.265380859375, 1178.5626220703125, -17879.203125, -2861.3134765625, -683.091552734375, -53802.4296875, , 1714826865358.681
27, -57202.19921875, -2388.9765625, -1840.0625, 1272.23876953125, -17899.7890625, -3930.039794921875, -844.2923583984375, -53818.390625, , 1714826865362.375
28, -57195.828125, -2265.863037109375, -1730.494140625, 1343.049072265625, -17890.267578125, -3562.3759765625, -717.1556396484375, -53780.7734375, , 1714826865366.499
29, -57173.296875, -2784.401123046875, -2168.4990234375, 1301.1396484375, -17870.3515625, -2446.979248046875, -535.2348022460938, -53750.4609375, , 1714826865370.156
30, -57179.0625, -3030.0244140625, -2391.25634765625, 1228.85400390625, -17882.01953125, -2601.54150390625, -637.0916748046875, -53784.4609375, , 1714826865374.181
31, -57201.59375, -2555.206298828125, -1990.06494140625, 1254.603271484375, -17908.640625, -3747.18017578125, -840.67138671875, -53824.359375, , 1714826865378.245
0, -57200.25390625, -2235.55419921875, -1702.3310546875, 1314.8858642578125, -17907.1640625, -3800.623046875, -778.3770751953125, -53799.14453125, , 1714826865382.053
1, -57179.93359375, -2646.602783203125, -2050.615966796875, 1303.62060546875, -17885.23828125, -2687.372314453125, -573.9256591796875, -53763.94140625, , 1714826865385.763
2, -57172.625, -3048.53173828125, -2412.37890625, 1261.308837890625, -17877.794921875, -2405.67333984375, -593.3046264648438, -53773.59765625, , 1714826865389.924
3, -57189.7265625, -2734.243896484375, -2149.656494140625, 1269.891845703125, -17898.447265625, -3459.177978515625, -806.4732055664062, -53788.41796875, , 1714826865393.577
4, -57198.64453125, -2260.096435546875, -1728.2813720703125, 1335.5389404296875, -17907.365234375, -3957.06298828125, -826.3886108398438, -53774.53515625, , 1714826865397.801
5, -57185.63671875, -2473.533203125, -1898.6016845703125, 1340.9703369140625, -17892.412109375, -2986.37158203125, -600.8148193359375, -53738.2578125, , 1714826865401.464
6, -57176.11328125, -2979.666015625, -2351.425537109375, 1285.04638671875, -17881.482421875, -2297.446044921875, -537.0452880859375, -53739.8671875, , 1714826865405.642
7, -57190.46484375, -2858.698486328125, -2273.172119140625, 1275.0550537109375, -17897.84375, -3138.117431640625, -745.6541137695312, -53796.86328125, , 1714826865409.276
8, -57205.88671875, -2308.71142578125, -1788.76513671875, 1330.9791259765625, -17911.388671875, -4000.179443359375, -847.712158203125, -53806.72265625, , 1714826865413.42
9, -57193.81640625, -2340.69677734375, -1786.418212890625, 1356.19189453125, -17892.14453125, -3319.56884765625, -662.907958984375, -53769.171875, , 1714826865417.093
10, -57173.6328125, -2895.712890625, -2259.090576171875, 1285.8509521484375, -17869.345703125, -2325.408203125, -525.1094970703125, -53749.5234375, , 1714826865421.143
11, -57189.12109375, -2984.091552734375, -2343.446044921875, 1233.8831787109375, -17888.658203125, -2787.887939453125, -680.54345703125, -53787.87890625, , 1714826865424.753
12, -57209.9765625, -2423.979248046875, -1879.289794921875, 1306.9063720703125, -17903.544921875, -3900.334228515625, -859.3797607421875, -53818.25390625, , 1714826865428.807
13, -57202.46484375, -2245.478271484375, -1709.3048095703125, 1331.6497802734375, -17891.40625, -3623.060791015625, -737.9427490234375, -53779.36328125, , 1714826865432.877
14, -57180.94140625, -2759.7919921875, -2136.17822265625, 1264.05810546875, -17865.0546875, -2487.346435546875, -548.2435302734375, -53748.3828125, , 1714826865436.588
15, -57183.2890625, -3057.047607421875, -2385.221435546875, 1193.3818359375, -17868.2734375, -2509.072509765625, -622.5407104492188, -53767.83203125, , 1714826865440.649
16, -57202.53125, -2600.93798828125, -2009.5780029296875, 1230.3292236328125, -17886.779296875, -3647.3349609375, -822.8346557617188, -53803.30078125, , 1714826865444.298
17, -57199.11328125, -2199.54541015625, -1694.3514404296875, 1347.60888671875, -17877.99609375, -3859.6318359375, -793.5315551757812, -53786.73828125, , 1714826865448.38
18, -57180.0703125, -2556.614501953125, -1991.07080078125, 1328.6322021484375, -17855.33203125, -2769.85009765625, -580.0947265625, -53743.5546875, , 1714826865452.031
19, -57181.9453125, -3014.400634765625, -2374.023193359375, 1236.3642578125, -17861.3671875, -2349.749267578125, -569.0306396484375, -53752.40625, , 1714826865456.172
20, -57205.34765625, -2757.914306640625, -2161.99462890625, 1239.2476806640625, -17887.65234375, -3365.56884765625, -791.9892578125, -53790.4296875, , 1714826865460.307
21, -57215.47265625, -2260.498779296875, -1721.0394287109375, 1292.1541748046875, -17900.794921875, -3975.771484375, -841.6771850585938, -53798.00390625, , 1714826865463.938
22, -57195.22265625, -2429.612060546875, -1850.791259765625, 1315.958740234375, -17879.068359375, -3084.80859375, -629.5144653320312, -53767.62890625, , 1714826865468.035
23, -57178.39453125, -2958.409423828125, -2319.239013671875, 1266.8743896484375, -17863.98046875, -2300.061279296875, -541.269775390625, -53766.15234375, , 1714826865471.696
24, -57189.32421875, -2893.567138671875, -2267.94189453125, 1228.2506103515625, -17876.453125, -3016.613525390625, -720.776611328125, -53795.859375, , 1714826865475.813
25, -57204.4765625, -2329.632568359375, -1771.531982421875, 1281.0230712890625, -17887.583984375, -3946.535400390625, -835.5751342773438, -53806.58984375, , 1714826865479.457
26, -57188.71875, -2285.845458984375, -1729.6224365234375, 1355.052001953125, -17870.150390625, -3387.093505859375, -671.4910278320312, -53769.10546875, , 1714826865483.554
27, -57166.2578125, -2839.25244140625, -2199.94775390625, 1303.01708984375, -17850.5703125, -2332.7841796875, -515.386474609375, -53744.16015625, , 1714826865487.201
28, -57166.66015625, -2976.849609375, -2333.857177734375, 1262.1805419921875, -17858.6171875, -2686.43359375, -644.5348510742188, -53769.10546875, , 1714826865491.306
29, -57186.91015625, -2432.093017578125, -1884.788330078125, 1337.0811767578125, -17879.068359375, -3822.6171875, -827.7296752929688, -53793.51171875, , 1714826865495.436
30, -57187.98046875, -2204.17236328125, -1666.590576171875, 1382.745849609375, -17870.955078125, -3666.579833984375, -723.8611450195312, -53767.8984375, , 1714826865499.221
31, -57168.19921875, -2671.8154296875, -2037.0706787109375, 1318.171630859375, -17848.08984375, -2497.20361328125, -503.7188415527344, -53731.41796875, , 1714826865502.87
0, -57163.91015625, -3001.52587890625, -2333.7900390625, 1268.0142822265625, -17847.552734375, -2411.84228515625, -565.4767456054688, -53741.2109375, , 1714826865507.186
1, -57183.69140625, -2602.48046875, -1997.709228515625, 1318.5068359375, -17863.244140625, -3530.25634765625, -779.7852172851562, -53778.69140625, , 1714826865510.892
2, -57188.78515625, -2195.052734375, -1646.205810546875, 1400.716552734375, -17867.669921875, -3850.243896484375, -775.2925415039062, -53769.640625, , 1714826865514.58
3, -57168.46875, -2502.7021484375, -1905.575439453125, 1392.334716796875, -17849.765625, -2799.890869140625, -560.7158203125, -53736.24609375, , 1714826865518.695
4, -57160.2890625, -2993.54638671875, -2301.40234375, 1270.6295166015625, -17845.00390625, -2239.711669921875, -515.0512084960938, -53746.171875, , 1714826865522.389
5, -57180.73828125, -2784.06591796875, -2137.720703125, 1295.573974609375, -17859.689453125, -3198.26611328125, -732.1089477539062, -53787.27734375, , 1714826865526.55
6, -57197.63671875, -2241.387939453125, -1691.4010009765625, 1396.4920654296875, -17869.94921875, -3949.48583984375, -816.1962280273438, -53791.96875, , 1714826865530.207
7, -57183.95703125, -2365.171875, -1781.2550048828125, 1404.2034912109375, -17852.716796875, -3135.30126953125, -621.333740234375, -53746.37109375, , 1714826865534.291
8, -57173.765625, -2921.327880859375, -2264.857177734375, 1331.0462646484375, -17837.29296875, -2267.204345703125, -520.080322265625, -53735.375, , 1714826865538.37
9, -57187.51171875, -2922.736083984375, -2276.457763671875, 1289.6060791015625, -17849.162109375, -2902.41845703125, -695.0274047851562, -53767.62890625, , 1714826865541.995
10, -57207.5625, -2367.451904296875, -1787.424072265625, 1312.4049072265625, -17866.6640625, -3898.1884765625, -827.5955810546875, -53777.08203125, , 1714826865546.015
11, -57201.7265625, -2282.694091796875, -1705.4825439453125, 1339.4281005859375, -17857.87890625, -3443.487060546875, -682.0186767578125, -53750.26171875, , 1714826865550.081
12, -57186.5078125, -2826.84716796875, -2154.88671875, 1267.8131103515625, -17847.3515625, -2338.28271484375, -503.1824035644531, -53732.9609375, , 1714826865553.758
13, -57191.53515625, -3036.059326171875, -2344.921142578125, 1215.2418212890625, -17854.99609375, -2574.719482421875, -616.3045654296875, -53761.52734375, , 1714826865557.842
14, -57210.3125, -2521.947021484375, -1930.5870361328125, 1293.22705078125, -17872.162109375, -3739.200439453125, -818.6101684570312, -53788.484375, , 1714826865561.525
15, -57199.78515625, -2234.682373046875, -1682.7508544921875, 1383.0810546875, -17862.103515625, -3730.55029296875, -747.5316772460938, -53759.58203125, , 1714826865565.636
16, -57169.00390625, -2678.789306640625, -2031.3709716796875, 1329.772216796875, -17840.9140625, -2580.016845703125, -524.975341796875, -53728.1328125, , 1714826865569.264
17, -57162.43359375, -3061.00390625, -2368.122314453125, 1252.5245361328125, -17842.5234375, -2369.59765625, -559.5758666992188, -53752.40625, , 1714826865573.389
18, -57189.79296875, -2716.4072265625, -2080.857666015625, 1267.6119384765625, -17869.009765625, -3460.787353515625, -778.444091796875, -53797, , 1714826865577.094
19, -57201.4609375, -2257.682373046875, -1695.5584716796875, 1388.98193359375, -17873.369140625, -3905.564453125, -797.0184326171875, -53784.125, , 1714826865581.373
20, -57190.0625, -2522.952880859375, -1908.458740234375, 1397.6990966796875, -17853.251953125, -2900.339599609375, -586.4650268554688, -53746.44140625, , 1714826865584.885
21, -57182.28125, -3050.6103515625, -2358.3994140625, 1281.9617919921875, -17847.888671875, -2263.8515625, -538.9228515625, -53748.25, , 1714826865588.966
22, -57197.16796875, -2894.371826171875, -2222.478271484375, 1247.294189453125, -17866.462890625, -3113.441162109375, -730.2984619140625, -53784.59375, , 1714826865593.091
23, -57197.50390625, -2336.8076171875, -1739.8148193359375, 1323.7371826171875, -17876.923828125, -3913.745361328125, -817.1349487304688, -53794.98828125, , 1714826865596.851
24, -57186.7734375, -2402.186279296875, -1788.76513671875, 1340.2998046875, -17859.689453125, -3194.510986328125, -637.9634399414062, -53759.58203125, , 1714826865600.55
25, -57179.8671875, -2956.0625, -2267.874755859375, 1281.693603515625, -17845.80859375, -2250.976806640625, -515.1182250976562, -53747.4453125, , 1714826865604.737
26, -57197.234375, -3019.295654296875, -2338.617919921875, 1237.4371337890625, -17865.9921875, -2798.013427734375, -686.5114135742188, -53779.56640625, , 1714826865608.414
27, -57219.36328125, -2459.585693359375, -1864.4034423828125, 1303.084228515625, -17881.013671875, -3869.623046875, -847.5780639648438, -53793.51171875, , 1714826865612.539
28, -57218.828125, -2301.938720703125, -1717.8878173828125, 1379.527099609375, -17863.4453125, -3526.50146484375, -714.4063720703125, -53757.5703125, , 1714826865616.21
29, -57196.765625, -2801.299072265625, -2149.18701171875, 1370.0052490234375, -17840.84765625, -2421.63232421875, -534.02783203125, -53726.92578125, , 1714826865620.285
30, -57194.3515625, -3071.93408203125, -2379.924072265625, 1296.7139892578125, -17846.412109375, -2536.69921875, -629.1121215820312, -53752.2734375, , 1714826865623.985
31, -57205.08203125, -2600.46875, -1989.86376953125, 1372.2181396484375, -17856.671875, -3692.79833984375, -832.7588500976562, -53780.90625, , 1714826865628.128
0, -57204.9453125, -2262.64453125, -1700.4534912109375, 1452.6173095703125, -17856.404296875, -3804.981689453125, -784.0097045898438, -53755.22265625, , 1714826865632.153
1, -57185.8359375, -2651.900146484375, -2020.7762451171875, 1402.8624267578125, -17832.80078125, -2673.760009765625, -564.1356201171875, -53714.25390625, , 1714826865635.96
2, -57185.63671875, -3073.073974609375, -2383.209716796875, 1300.7373046875, -17834.8125, -2325.072998046875, -567.555419921875, -53732.89453125, , 1714826865639.856
3, -57210.78125, -2761.401123046875, -2136.78173828125, 1289.740234375, -17855.8671875, -3383.47265625, -788.3682861328125, -53777.21875, , 1714826865643.629
4, -57219.36328125, -2258.55419921875, -1730.2259521484375, 1369.133544921875, -17857.41015625, -3950.022216796875, -836.1116333007812, -53772.7265625, , 1714826865647.703
5, -57197.703125, -2467.498291015625, -1888.677490234375, 1321.5914306640625, -17839.037109375, -2984.896240234375, -619.1879272460938, -53732.42578125, , 1714826865651.41
6, -57178.7265625, -2980.53759765625, -2339.355712890625, 1283.5040283203125, -17821, -2255.33544921875, -544.22021484375, -53726.5234375, , 1714826865655.607
7, -57197.50390625, -2893.90234375, -2269.2158203125, 1267.74609375, -17846.078125, -3053.8291015625, -736.668701171875, -53765.8203125, , 1714826865659.32
